statement_idx	report	page_num	sent_num	statement	confidence	score	split
7460	AR6_WGIII	115	10	Building energy codes have proven to be effective if compulsory and combined with other regulatory instruments such as minimum energy performance standard for appliances and equipment, if the performance level is set at the level of the best available technologies in the market	high	2	test
7461	AR6_WGIII	115	11	Market-based instruments such as carbon taxes with recycling of the revenues and personal or building carbon allowances could also contribute to fostering the decarbonisation of the building sector	medium	1	train
7462	AR6_WGIII	115	13	Expected heatwaves will inevitably increase cooling needs to limit the health impacts of climate change	medium	1	train
7463	AR6_WGIII	116	2	Mitigation actions in the building sector bring health gains through improved indoor air quality and thermal comfort, and have positive significant macro- and micro-economic effects, such as increased productivity of labour, job creation, reduced poverty, especially energy poverty, and improved energy security	high	2	train
7464	AR6_WGIII	116	7	The Paris Agreement, the SDGs and the COVID-19 pandemic provide a new context for the evolution of industry and mitigation of industry greenhouse gas (GHG) emissions	high	2	train
7465	AR6_WGIII	118	12	Producer, user, and regulator education, as well as innovation and commercialisation policy are needed	medium	1	train
7466	AR6_WGIII	118	25	Pulp mills have access to biomass residues and by-products and in paper mills the use of process heat at low to medium temperatures allows for electrification	high	2	train
7467	AR6_WGIII	119	18	In the energy sector, CO 2 emissions from biomass combustion for energy are recorded as an information item that is not included in the sectoral total emissions for the that sector.At the same time the capacity of the land to support these functions may be threatened by climate change	high	2	train
7468	AR6_WGIII	119	20	At the same time managed and natural terrestrial ecosystems were a carbon sink, absorbing around one third of anthropogenic CO 2 emissions	medium	1	train
7469	AR6_WGIII	119	24	If the responses of all managed and natural land to both anthropogenic environmental change and natural climate variability, estimated to be a gross sink of –12.5 ± 3.2 GtCO 2 yr –1 for the period 2010–2019, are added to land-use emissions, then land overall constituted a net sink of –6.6 ± 5.2 GtCO 2 yr –1 in terms of CO 2 emissions	medium	1	train
7470	AR6_WGIII	119	26	The rate of deforestation, which accounts for 45% of total AFOLU emissions, has generally declined, while global tree cover and global forest-growing stock levels are likely increasing	medium	1	train
7471	AR6_WGIII	119	30	Similarly, AFOLU N 2O emissions are increasing, dominated by agriculture, notably from manure application, nitrogen deposition, and nitrogen fertiliser use	high	2	train
7472	AR6_WGIII	121	3	Climate change itself could reduce the mitigation potential from the AFOLU sector, although an increase in the capacity of natural sinks could occur despite changes in climate	medium	1	train
7473	AR6_WGIII	121	4	The continued loss of biodiversity makes ecosystems less resilient to climate change extremes and this may further jeopardise the achievement of the AFOLU mitigation potentials indicated in this chapter	high	2	train
7474	AR6_WGIII	121	7	While not as closely connected to the AFOLU sector as bioenergy, other renewable energy options can influence AFOLU activities in both synergistic and detrimental ways	high	2	train
7475	AR6_WGIII	121	10	Deployment can be partly decoupled from additional land use, for example, use of organic waste and residues and integration of solar PV into buildings and other infrastructure	high	2	train
7476	AR6_WGIII	121	11	Wind and solar power can coexist with agriculture in beneficial ways	medium	1	train
7477	AR6_WGIII	121	21	The agriculture and forestry sectors can devise management approaches that enable biomass production and use for energy in conjunction with the production of food and timber, thereby reducing the conversion pressure on natural ecosystems	medium	1	train
7478	AR6_WGIII	121	23	Integrated responses that contribute to mitigation, adaptation, and other land challenges will have greater likelihood of being successful	high	2	train
7479	AR6_WGIII	121	31	This is well short of the more than USD400 billion yr –1 that is estimated to be necessary to deliver the up to 30% of global mitigation effort envisaged in deep mitigation scenarios	medium	1	train
7480	AR6_WGIII	126	1	Some also include direct air CO 2 capture and storage (DACCS)	high	2	train
7481	AR6_WGIII	129	5	Rapid and deep changes in demand make it easier for every sector to reduce GHG emissions in the near and mid-term	high	2	train
7482	AR6_WGIII	133	14	Behavioural nudges promote easy behaviour change, for example, ‘Improve’ actions such as making investments in energy efficiency, but fail to motivate harder lifestyle changes	high	2	train
7483	AR6_WGIII	137	3	TS.6.1 Policy and Institutions Long-term deep emission reductions, including the reduction of emissions to net zero, is best achieved through institutions and governance that nurture new mitigation policies, while at the same time reconsidering existing policies that support the continued emission of GHGs	high	2	train
7484	AR6_WGIII	137	21	The awareness of co-benefits for the public increases support of climate policies	high	2	train
7485	AR6_WGIII	137	27	They are able to experiment with climate solutions and can forge partnerships with the private sector and internationally to leverage enhanced climate action	high	2	train
7486	AR6_WGIII	139	17	Subsidy removal may have adverse distributional impacts especially on the most economically vulnerable groups which, in some cases can be mitigated by measures such as redistributing revenue saved, all of which depend on national circumstances (high confidence); fossil fuel subsidy removal is projected by various studies (using alternative methodologies) to reduce global CO 2 emissions by 1–4%, and GHG emissions by up to 10% by 2030, varying across regions	medium	1	train
7487	AR6_WGIII	139	28	There is no consistent evidence of significant emissions leakage or competitiveness effects between countries, including for emissions- intensive trade-exposed industries covered by emission-trading systems	medium	1	train
7488	AR6_WGIII	143	2	AFOLU {Chapter 7}Regulation of land-use rights and practices have led to falling aggregate AFOLU-sector emissions.Regulation of land-use rights and practices, payments for ecosystem service, and offsets, have led to decreasing rates of deforestation	medium	1	train
